eaves,5
fades,5
gapes,5
gazes,5
wages,5
waxes,5
moped,5
mowed,5
hoped,5
oozed,5
fifes,5
fixes,5
sixes,5
sizes,5
foxes,5
shoes,5
jokes,5
yokes,5
gauge,4
gauze,4
maize,4
waive,4
naked,4
dazed,4
named,4
paved,4
waned,4
waved,4
waxed,4
dated,4
fated,4
dandy,4
canny,4
fancy,4
fauna,4
manna,4
hatch,4
watch,4
tabby,4
jaunt,4
taunt,4
cased,4
eased,4
saved,4
sawed,4
taste,4
waste,4
jacks,4
masks,4
sagas,4
bands,4
fangs,4
gangs,4
sands,4
wands,4
baths,4
oaths,4
masts,4
babes,4
pages,4
bases,4
eases,4
vases,4
dames,4
games,4
makes,4
mazes,4
sages,4
saves,4
wakes,4
waves,4
cakes,4
caves,4
fates,4
gates,4
pates,4
takes,4
tapes,4
taxes,4
arena,4
argue,4
azure,4
opera,4
freak,4
wreak,4
caper,4
paper,4
wafer,4
waver,4
dared,4
fared,4
pared,4
alloy,4
gales,4
sales,4
vales,4
barbs,4
harps,4
parks,4
warns,4
yarns,4
tarts,4
warts,4
brace,4
grace,4
crave,4
craze,4
brake,4
grave,4
graze,4
galls,4
walls,4
nails,4
wails,4
pears,4
wears,4
dents,4
tends,4
nests,4
tents,4
vents,4
jests,4
vests,4
tests,4
texts,4
deeds,4
deems,4
feeds,4
heeds,4
cells,4
fells,4
ferry,4
merry,4
bided,4
fixed,4
piped,4
wiped,4
ebbed,4
edged,4
egged,4
boded,4
boxed,4
cooed,4
covey,4
cowed,4
domed,4
modem,4
moved,4
dozed,4
joyed,4
vowed,4
wooed,4
judge,4
piece,4
imbue,4
pique,4
juice,4
queue,4
fined,4
pined,4
ennui,4
fiend,4
niece,4
wince,4
nudge,4
undue,4
ounce,4
enjoy,4
envoy,4
ozone,4
phone,4
bides,4
sides,4
dikes,4
dives,4
bites,4
cites,4
kites,4
sites,4
gibes,4
fives,4
gives,4
hives,4
wives,4
pikes,4
pipes,4
bodes,4
codes,4
doses,4
doves,4
dukes,4
dykes,4
boxes,4
hopes,4
pokes,4
popes,4
poses,4
fines,4
pines,4
wight,4
hitch,4
witch,4
foggy,4
poppy,4
goody,4
moody,4
bound,4
found,4
wound,4
buggy,4
fuzzy,4
gummy,4
mummy,4
novel,4
vowel,4
fluke,4
flume,4
lunge,4
plume,4
filed,4
piled,4
liked,4
lived,4
bills,4
gills,4
kills,4
dolls,4
polls,4
lulls,4
pulls,4
coyly,4
lowly,4
folly,4
jolly,4
binds,4
finds,4
hinds,4
finis,4
sings,4
kings,4
pinks,4
sinks,4
cocks,4
cooks,4
socks,4
foods,4
goods,4
woods,4
hoofs,4
hooks,4
hoops,4
ducks,4
sucks,4
puffs,4
quips,4
dumps,4
pumps,4
humps,4
humus,4
gusts,4
tusks,4
quits,4
suits,4
kicks,4
wicks,4
ships,4
whips,4
skips,4
wisps,4
bring,4
briny,4
grind,4
wring,4
brook,4
broom,4
proof,4
proxy,4
froth,4
troth,4
frown,4
grown,4
groin,4
minor,4
boors,4
moors,4
forks,4
forms,4
works,4
worms,4
drops,4
dross,4
gross,4
grows,4
props,4
prows,4
ports,4
torts,4
fussy,4
hussy,4
husky,4
musky,4
holes,4
soles,4
files,4
wiles,4
loges,4
loses,4
floss,4
gloss,4
flows,4
glows,4
gulfs,4
lumps,4
hulks,4
sulks,4
gilds,4
wilds,4
links,4
silks,4
folds,4
holds,4
folks,4
solos,4
bower,4
mower,4
power,4
boxer,4
foyer,4
mover,4
comer,4
cover,4
joker,4
poker,4
breed,4
creed,4
erred,4
dried,4
pried,4
hired,4
wired,4
bribe,4
grime,4
every,4
query,4
furze,4
where,4
prime,4
prize,4
brief,4
brier,4
